specObjID,bestobjid,oiii_5007_flux,h_beta_flux,nii_6584_flux,h_alpha_flux,elliptical,spiral,other,u,g,r,i,z,petroRadErr_r
463918078435026944,587731512081580211,724.1271,149.3677,323.5279,677.6343,0.688000023365021,0.217999998480082,0.0939999967813492,19.56126,17.97906,17.23839,16.8032,16.58367,0.2715303
463918903135856640,587731512081580211,747.356,146.9739,318.9115,680.207,0.688000023365021,0.217999998480082,0.0939999967813492,19.56126,17.97906,17.23839,16.8032,16.58367,0.2715303
463918903135856640,587731512081580211,747.356,146.9739,318.9115,680.207,0.688000023365021,0.217999998480082,0.0939999967813492,19.56126,17.97906,17.23839,16.8032,16.58367,0.2715303
463918903135856640,587731512081580211,747.356,146.9739,318.9115,680.207,0.688000023365021,0.217999998480082,0.0939999967813492,19.56126,17.97906,17.23839,16.8032,16.58367,0.2715303
463919177627887616,587731512081580211,750.1599,132.0712,320.3906,685.6458,0.688000023365021,0.217999998480082,0.0939999967813492,19.56126,17.97906,17.23839,16.8032,16.58367,0.2715303
463919177627887616,587731512081580211,750.1599,132.0712,320.3906,685.6458,0.688000023365021,0.217999998480082,0.0939999967813492,19.56126,17.97906,17.23839,16.8032,16.58367,0.2715303
463919177627887616,587731512081580211,750.1599,132.0712,320.3906,685.6458,0.688000023365021,0.217999998480082,0.0939999967813492,19.56126,17.97906,17.23839,16.8032,16.58367,0.2715303
463919452757452800,587731512081580211,697.4044,146.0135,307.7542,670.4431,0.688000023365021,0.217999998480082,0.0939999967813492,19.56126,17.97906,17.23839,16.8032,16.58367,0.2715303
463919452757452800,587731512081580211,697.4044,146.0135,307.7542,670.4431,0.688000023365021,0.217999998480082,0.0939999967813492,19.56126,17.97906,17.23839,16.8032,16.58367,0.2715303
463919452757452800,587731512081580211,697.4044,146.0135,307.7542,670.4431,0.688000023365021,0.217999998480082,0.0939999967813492,19.56126,17.97906,17.23839,16.8032,16.58367,0.2715303
465064312042448896,588015508217135243,48.33654,26.92317,72.00948,122.9217,0.774999976158142,0.150000000372529,0.0750000029802322,19.52447,18.11574,17.22421,16.77863,16.47047,0.09138723
465064312042448896,588015508217135243,48.33654,26.92317,72.00948,122.9217,0.774999976158142,0.150000000372529,0.0750000029802322,19.52447,18.11574,17.22421,16.77863,16.47047,0.09138723
465065963121829888,588015508217135243,47.34911,25.82108,70.45636,119.9534,0.774999976158142,0.150000000372529,0.0750000029802322,19.52447,18.11574,17.22421,16.77863,16.47047,0.09138723
465065963121829888,588015508217135243,47.34911,25.82108,70.45636,119.9534,0.774999976158142,0.150000000372529,0.0750000029802322,19.52447,18.11574,17.22421,16.77863,16.47047,0.09138723
