specObjID,bestobjid,oiii_5007_flux,h_beta_flux,nii_6584_flux,h_alpha_flux,elliptical,spiral,other
2937600200518166528,588023669707702428,17.46906,72.51169,192.8424,487.7582,0.695999979972839,0.215999998152256,0.0869999974966049
553974123047446528,587725816949047304,290.2396,222.1594,150.4956,863.7194,0.5,0.179000005125999,0.321000009775162
563067634619279360,587726033308811396,16.79366,58.76006,106.6591,270.704,0.363999992609024,0.423999993130565,0.211999997496605
800589087743436800,587731512081842218,820.213,294.6202,77.95753,861.1638,0.570999979972839,0.14299999922514,0.28600001335144
800589087743436800,587731512081842218,820.213,294.6202,77.95753,861.1638,0.570999979972839,0.14299999922514,0.28600001335144
800589087743436800,587731512081842218,820.213,294.6202,77.95753,861.1638,0.570999979972839,0.14299999922514,0.28600001335144
800589087743436800,587731512081842218,820.213,294.6202,77.95753,861.1638,0.570999979972839,0.14299999922514,0.28600001335144
800589087743436800,587731512081842218,820.213,294.6202,77.95753,861.1638,0.570999979972839,0.14299999922514,0.28600001335144
2359909902056450048,587739157657944218,8.583581,65.40681,154.5001,333.5401,0.671999990940094,0.294999999925494,0.0329999998211861
2366694449779599360,587739098069008499,75.39432,79.55426,87.23346,328.1349,0.170000001788139,0.269000000320375,0.561000019311905
2371217559010699264,587739405701283947,9.021272,34.08122,64.63812,153.0045,0.700999975204468,0.120000002905726,0.179000005125999
2371217559010699264,587739405701283947,9.021272,34.08122,64.63812,153.0045,0.700999975204468,0.120000002905726,0.179000005125999
463902410327222272,588015508753612950,13.0153,48.89262,63.78183,194.9171,0.418999999761581,0.488000011071563,0.0930000022053719
682415504870107136,587728919520739510,480.3715,202.8206,75.78862,682.9448,0.28099998831749,0.176000006496906,0.544000029563904
682415504870107136,587728919520739510,480.3715,202.8206,75.78862,682.9448,0.28099998831749,0.176000006496906,0.544000029563904
682415504870107136,587728919520739510,480.3715,202.8206,75.78862,682.9448,0.28099998831749,0.176000006496906,0.544000029563904
1465990719419213824,587735343187230836,44.56832,93.69857,173.5323,444.2082,0.570999979972839,0.256999999284744,0.171000003814697
3342902453472356352,587739814781452645,142.1831,383.7932,668.8743,1737.409,0.125,0.87500000372529,0
3343976676383025152,587739509834776960,31.0584,79.85833,131.2154,343.5538,0.428999990224838,0.447000004351139,0.125
389605651514419200,587722952770585097,8.967365,29.27854,43.75669,145.8532,0.402999997138977,0.56700000166893,0.0299999993294477
389605651514419200,587722952770585097,8.967365,29.27854,43.75669,145.8532,0.402999997138977,0.56700000166893,0.0299999993294477
407701419018184704,587725590385983750,17.42352,63.04805,99.06894,289.088,0.695999979972839,0.208999997004867,0.0940000014379621
